batsman,bowler,total_runs,total_balls,dismissals,strike_rate,dismissal_rate,batting_hand,bowling_style
KD Karthik,RA Jadeja,30,22,1,136.36,4.55,Right-hand,Left-arm orthodox
KD Karthik,T Natarajan,38,21,1,180.95,4.76,Right-hand,Left-arm medium-fast
KD Karthik,TU Deshpande,35,25,2,140.0,8.0,Right-hand,Right-arm medium-fast
KD Karthik,YS Chahal,19,24,1,79.17,4.17,Right-hand,Right-arm legbreak
KH Pandya,HV Patel,39,29,1,134.48,3.45,Left-hand,Right-arm offbreak
KH Pandya,Kuldeep Yadav,31,32,1,96.88,3.12,Left-hand,Left-arm chinaman
KH Pandya,Mukesh Kumar,43,27,1,159.26,3.7,Left-hand,Right-arm medium-fast
KH Pandya,R Ashwin,16,20,1,80.0,5.0,Left-hand,Right-arm offbreak
KL Rahul,AR Patel,17,26,0,65.38,0.0,Right-hand,Left-arm orthodox
KL Rahul,Arshdeep Singh,42,35,2,120.0,5.71,Right-hand,Left-arm medium-fast
KL Rahul,Avesh Khan,58,39,1,148.72,2.56,Right-hand,Right-arm fast
KL Rahul,B Kumar,52,51,2,101.96,3.92,Right-hand,Right-arm medium
KL Rahul,C Sakariya,61,38,3,160.53,7.89,Right-hand,Left-arm medium-fast
KL Rahul,CH Morris,31,20,0,155.0,0.0,Right-hand,Right-arm fast-medium
KL Rahul,CV Varun,32,30,0,106.67,0.0,Right-hand,Right-arm legbreak
KL Rahul,DL Chahar,74,42,0,176.19,0.0,Right-hand,Right-arm medium
KL Rahul,DR Sams,43,31,0,138.71,0.0,Right-hand,Right-arm fast-medium
KL Rahul,HV Patel,45,32,1,140.62,3.12,Right-hand,Right-arm offbreak
KL Rahul,J Yadav,17,21,0,80.95,0.0,Right-hand,Right-arm offbreak
KL Rahul,JD Unadkat,42,27,1,155.56,3.7,Right-hand,Left-arm medium-fast
KL Rahul,JJ Bumrah,53,50,0,106.0,0.0,Right-hand,Right-arm fast
KL Rahul,JR Hazlewood,85,52,1,163.46,1.92,Right-hand,Right-arm fast-medium
KL Rahul,K Rabada,66,36,3,183.33,8.33,Right-hand,Right-arm fast
KL Rahul,KH Pandya,41,36,0,113.89,0.0,Right-hand,Left-arm orthodox
KL Rahul,M Pathirana,23,22,2,104.55,9.09,Right-hand,Right-arm fast
KL Rahul,M Prasidh Krishna,37,28,2,132.14,7.14,Right-hand,Right-arm fast
KL Rahul,Mohammed Shami,32,34,2,94.12,5.88,Right-hand,Right-arm fast
KL Rahul,Mohammed Siraj,114,74,1,154.05,1.35,Right-hand,Right-arm fast
KL Rahul,Mukesh Choudhary,36,23,0,156.52,0.0,Right-hand,Left-arm medium-fast
KL Rahul,Mustafizur Rahman,62,46,1,134.78,2.17,Right-hand,Left-arm fast-medium
KL Rahul,N Thushara,24,20,0,120.0,0.0,Right-hand,Right-arm fast
KL Rahul,Noor Ahmad,42,28,0,150.0,0.0,Right-hand,Left-arm wrist-spin
KL Rahul,R Ashwin,57,50,0,114.0,0.0,Right-hand,Right-arm offbreak
KL Rahul,RA Jadeja,33,20,0,165.0,0.0,Right-hand,Left-arm orthodox
KL Rahul,RD Chahar,21,24,0,87.5,0.0,Right-hand,Right-arm legbreak
KL Rahul,Rashid Khan,41,31,0,132.26,0.0,Right-hand,Right-arm legbreak
KL Rahul,SN Thakur,49,26,1,188.46,3.85,Right-hand,Right-arm medium-fast
KL Rahul,SP Narine,32,42,0,76.19,0.0,Right-hand,Right-arm offbreak
KL Rahul,Sandeep Sharma,39,42,1,92.86,2.38,Right-hand,Right-arm medium-fast
KL Rahul,Shahbaz Ahmed,41,42,1,97.62,2.38,Right-hand,Left-arm orthodox
KL Rahul,Shivam Mavi,14,22,0,63.64,0.0,Right-hand,Right-arm fast
KL Rahul,Suyash Sharma,16,26,0,61.54,0.0,Right-hand,Right-arm legbreak
KL Rahul,TA Boult,48,43,2,111.63,4.65,Right-hand,Left-arm fast-medium
KL Rahul,TG Southee,44,21,0,209.52,0.0,Right-hand,Right-arm fast-medium
KL Rahul,TU Deshpande,26,21,0,123.81,0.0,Right-hand,Right-arm medium-fast
KL Rahul,YS Chahal,59,38,0,155.26,0.0,Right-hand,Right-arm legbreak
KL Rahul,Yash Dayal,47,27,0,174.07,0.0,Right-hand,Left-arm fast-medium
KR Mayers,DL Chahar,34,22,0,154.55,0.0,Left-hand,Right-arm medium
KS Williamson,AR Patel,15,23,1,65.22,4.35,Right-hand,Left-arm orthodox
KS Williamson,K Rabada,18,20,1,90.0,5.0,Right-hand,Right-arm fast
KS Williamson,UT Yadav,14,23,0,60.87,0.0,Right-hand,Right-arm fast
LS Livingstone,Kuldeep Yadav,20,20,1,100.0,5.0,Right-hand,Left-arm chinaman
LS Livingstone,Rashid Khan,51,31,2,164.52,6.45,Right-hand,Right-arm legbreak
LS Livingstone,Shahbaz Ahmed,36,20,0,180.0,0.0,Right-hand,Left-arm orthodox
M Jansen,M Pathirana,28,22,0,127.27,0.0,Left-hand,Right-arm fast
M Shahrukh Khan,HV Patel,25,20,1,125.0,5.0,Right-hand,Right-arm offbreak
M Shahrukh Khan,RA Jadeja,20,22,1,90.91,4.55,Right-hand,Left-arm orthodox
M Shahrukh Khan,SN Thakur,34,22,0,154.55,0.0,Right-hand,Right-arm medium-fast
MA Agarwal,AR Patel,22,25,2,88.0,8.0,Right-hand,Left-arm orthodox
MA Agarwal,Avesh Khan,39,25,0,156.0,0.0,Right-hand,Right-arm fast
MA Agarwal,PP Chawla,30,20,0,150.0,0.0,Right-hand,Right-arm legbreak
MA Agarwal,YS Chahal,16,22,4,72.73,18.18,Right-hand,Right-arm legbreak
MK Pandey,RA Jadeja,20,23,0,86.96,0.0,Right-hand,Left-arm orthodox
MK Pandey,Washington Sundar,21,23,0,91.3,0.0,Right-hand,Right-arm offbreak
MM Ali,Avesh Khan,37,23,1,160.87,4.35,Right-hand,Right-arm fast
MM Ali,HV Patel,22,21,2,104.76,9.52,Right-hand,Right-arm offbreak
MM Ali,LH Ferguson,34,23,2,147.83,8.7,Right-hand,Right-arm fast
MM Ali,M Prasidh Krishna,36,24,1,150.0,4.17,Right-hand,Right-arm fast
MM Ali,Mohammed Shami,35,28,0,125.0,0.0,Right-hand,Right-arm fast
MM Ali,R Ashwin,48,39,1,123.08,2.56,Right-hand,Right-arm offbreak
MM Ali,Rashid Khan,36,30,3,120.0,10.0,Right-hand,Right-arm legbreak
MM Ali,Ravi Bishnoi,33,21,2,157.14,9.52,Right-hand,Right-arm legbreak
MM Ali,YS Chahal,40,29,0,137.93,0.0,Right-hand,Right-arm legbreak
MP Stoinis,C Green,38,27,1,140.74,3.7,Right-hand,Right-arm medium-fast
MP Stoinis,HV Patel,28,21,2,133.33,9.52,Right-hand,Right-arm offbreak
MP Stoinis,JR Hazlewood,28,20,1,140.0,5.0,Right-hand,Right-arm fast-medium
MP Stoinis,Mustafizur Rahman,47,24,1,195.83,4.17,Right-hand,Left-arm fast-medium
MP Stoinis,PP Chawla,37,31,1,119.35,3.23,Right-hand,Right-arm legbreak
MP Stoinis,RD Chahar,46,27,2,170.37,7.41,Right-hand,Right-arm legbreak
MP Stoinis,SN Thakur,31,22,1,140.91,4.55,Right-hand,Right-arm medium-fast
MP Stoinis,YS Chahal,29,21,0,138.1,0.0,Right-hand,Right-arm legbreak
MR Marsh,AR Patel,20,21,0,95.24,0.0,Right-hand,Left-arm orthodox
MR Marsh,HV Patel,28,21,1,133.33,4.76,Right-hand,Right-arm offbreak
MR Marsh,K Rabada,39,25,1,156.0,4.0,Right-hand,Right-arm fast
MR Marsh,M Prasidh Krishna,50,30,0,166.67,0.0,Right-hand,Right-arm fast
MR Marsh,Mohammed Siraj,15,20,0,75.0,0.0,Right-hand,Right-arm fast
MR Marsh,TA Boult,47,31,1,151.61,3.23,Right-hand,Left-arm fast-medium
MS Dhoni,AD Russell,36,23,1,156.52,4.35,Right-hand,Right-arm fast
MS Dhoni,Arshdeep Singh,32,21,1,152.38,4.76,Right-hand,Left-arm medium-fast
MS Dhoni,YS Chahal,20,21,2,95.24,9.52,Right-hand,Right-arm legbreak
N Pooran,Arshdeep Singh,49,32,2,153.12,6.25,Left-hand,Left-arm medium-fast
N Pooran,CV Varun,71,45,2,157.78,4.44,Left-hand,Right-arm legbreak
N Pooran,HV Patel,49,29,0,168.97,0.0,Left-hand,Right-arm offbreak
N Pooran,Harshit Rana,36,22,0,163.64,0.0,Left-hand,Right-arm fast-medium
N Pooran,K Rabada,28,27,2,103.7,7.41,Left-hand,Right-arm fast
N Pooran,Kuldeep Yadav,44,32,1,137.5,3.12,Left-hand,Left-arm chinaman
N Pooran,M Prasidh Krishna,10,23,0,43.48,0.0,Left-hand,Right-arm fast
N Pooran,Mohammed Siraj,51,28,1,182.14,3.57,Left-hand,Right-arm fast
N Pooran,PJ Cummins,43,26,1,165.38,3.85,Left-hand,Right-arm fast
N Pooran,Rashid Khan,39,26,1,150.0,3.85,Left-hand,Right-arm legbreak
N Pooran,SP Narine,34,33,1,103.03,3.03,Left-hand,Right-arm offbreak
N Pooran,Sandeep Sharma,33,22,3,150.0,13.64,Left-hand,Right-arm medium-fast
N Pooran,VG Arora,29,21,0,138.1,0.0,Left-hand,Right-arm medium-fast
N Pooran,YS Chahal,39,28,2,139.29,7.14,Left-hand,Right-arm legbreak
N Rana,AR Patel,36,20,1,180.0,5.0,Left-hand,Left-arm orthodox
N Rana,Avesh Khan,24,20,1,120.0,5.0,Left-hand,Right-arm fast
N Rana,B Kumar,21,20,0,105.0,0.0,Left-hand,Right-arm medium
N Rana,DL Chahar,34,37,1,91.89,2.7,Left-hand,Right-arm medium
N Rana,Kuldeep Yadav,35,21,0,166.67,0.0,Left-hand,Left-arm chinaman
N Rana,Lalit Yadav,49,23,1,213.04,4.35,Left-hand,Right-arm offbreak
N Rana,M Jansen,34,39,1,87.18,2.56,Left-hand,Left-arm fast-medium
N Rana,NT Ellis,21,20,0,105.0,0.0,Left-hand,Right-arm fast-medium
N Rana,R Ashwin,75,43,1,174.42,2.33,Left-hand,Right-arm offbreak
N Rana,RD Chahar,24,23,3,104.35,13.04,Left-hand,Right-arm legbreak
N Rana,Rashid Khan,39,33,1,118.18,3.03,Left-hand,Right-arm legbreak
N Rana,SN Thakur,31,26,2,119.23,7.69,Left-hand,Right-arm medium-fast
N Rana,T Natarajan,73,46,2,158.7,4.35,Left-hand,Left-arm medium-fast
N Rana,TA Boult,37,27,1,137.04,3.7,Left-hand,Left-arm fast-medium
N Rana,Umran Malik,44,27,1,162.96,3.7,Left-hand,Right-arm fast
N Rana,YS Chahal,39,34,4,114.71,11.76,Left-hand,Right-arm legbreak
N Wadhera,M Theekshana,35,28,0,125.0,0.0,Right-hand,Right-arm offbreak
N Wadhera,PWH de Silva,72,36,1,200.0,2.78,Right-hand,Right-arm offbreak
N Wadhera,Ravi Bishnoi,37,25,1,148.0,4.0,Right-hand,Right-arm legbreak
N Wadhera,Suyash Sharma,28,20,0,140.0,0.0,Right-hand,Right-arm legbreak
Nithish Kumar Reddy,Harpreet Brar,45,20,0,225.0,0.0,Right-hand,Left-arm orthodox
P Simran Singh,AR Patel,34,34,1,100.0,2.94,Right-hand,Left-arm orthodox
P Simran Singh,Avesh Khan,47,24,0,195.83,0.0,Right-hand,Right-arm fast
P Simran Singh,B Kumar,70,43,4,162.79,9.3,Right-hand,Right-arm medium
P Simran Singh,I Sharma,44,28,0,157.14,0.0,Right-hand,Right-arm fast
P Simran Singh,KK Ahmed,39,31,0,125.81,0.0,Right-hand,Left-arm fast-medium
P Simran Singh,Kuldeep Yadav,46,26,1,176.92,3.85,Right-hand,Left-arm chinaman
P Simran Singh,TA Boult,31,31,3,100.0,9.68,Right-hand,Left-arm fast-medium
PD Salt,Arshdeep Singh,37,29,2,127.59,6.9,Right-hand,Left-arm medium-fast
PD Salt,Harpreet Brar,35,21,1,166.67,4.76,Right-hand,Left-arm orthodox
PD Salt,KK Ahmed,50,33,0,151.52,0.0,Right-hand,Left-arm fast-medium
PD Salt,Mohammed Siraj,56,29,2,193.1,6.9,Right-hand,Right-arm fast
PJ Cummins,SN Thakur,36,20,0,180.0,0.0,Right-hand,Right-arm medium-fast
PP Shaw,Arshdeep Singh,32,21,1,152.38,4.76,Right-hand,Left-arm medium-fast
PP Shaw,DL Chahar,52,36,1,144.44,2.78,Right-hand,Right-arm medium
PP Shaw,DR Sams,29,21,0,138.1,0.0,Right-hand,Right-arm fast-medium
PP Shaw,Mohammed Siraj,32,22,2,145.45,9.09,Right-hand,Right-arm fast
PP Shaw,RA Jadeja,37,20,2,185.0,10.0,Right-hand,Left-arm orthodox
PP Shaw,SP Narine,36,21,0,171.43,0.0,Right-hand,Right-arm offbreak
Priyansh Arya,B Kumar,17,20,0,85.0,0.0,Left-hand,Right-arm medium
Priyansh Arya,KK Ahmed,38,20,1,190.0,5.0,Left-hand,Left-arm fast-medium
Q de Kock,CV Varun,32,24,2,133.33,8.33,Left-hand,Right-arm legbreak
Q de Kock,DL Chahar,28,29,3,96.55,10.34,Left-hand,Right-arm medium
Q de Kock,JD Unadkat,32,24,0,133.33,0.0,Left-hand,Left-arm medium-fast
Q de Kock,K Rabada,40,22,0,181.82,0.0,Left-hand,Right-arm fast
Q de Kock,KK Ahmed,34,24,1,141.67,4.17,Left-hand,Left-arm fast-medium
Q de Kock,M Prasidh Krishna,24,21,1,114.29,4.76,Left-hand,Right-arm fast
Q de Kock,Mohammed Shami,23,24,2,95.83,8.33,Left-hand,Right-arm fast
Q de Kock,Mohammed Siraj,43,26,1,165.38,3.85,Left-hand,Right-arm fast
Q de Kock,Mustafizur Rahman,35,30,1,116.67,3.33,Left-hand,Left-arm fast-medium
Q de Kock,RA Jadeja,34,22,0,154.55,0.0,Left-hand,Left-arm orthodox
Q de Kock,Rashid Khan,34,24,1,141.67,4.17,Left-hand,Right-arm legbreak
Q de Kock,SN Thakur,21,21,1,100.0,4.76,Left-hand,Right-arm medium-fast
Q de Kock,SP Narine,34,31,1,109.68,3.23,Left-hand,Right-arm offbreak
Q de Kock,Sandeep Sharma,19,23,1,82.61,4.35,Left-hand,Right-arm medium-fast
Q de Kock,TG Southee,48,27,0,177.78,0.0,Left-hand,Right-arm fast-medium
Q de Kock,TU Deshpande,45,31,0,145.16,0.0,Left-hand,Right-arm medium-fast
R Ashwin,Kuldeep Yadav,26,21,1,123.81,4.76,Right-hand,Left-arm chinaman
R Parag,AR Patel,30,31,2,96.77,6.45,Right-hand,Left-arm orthodox
R Parag,Arshdeep Singh,44,28,1,157.14,3.57,Right-hand,Left-arm medium-fast
R Parag,HV Patel,49,30,3,163.33,10.0,Right-hand,Right-arm offbreak
R Parag,Harshit Rana,44,25,2,176.0,8.0,Right-hand,Right-arm fast-medium
R Parag,KH Pandya,32,32,1,100.0,3.12,Right-hand,Left-arm orthodox
R Parag,Kuldeep Yadav,35,29,0,120.69,0.0,Right-hand,Left-arm chinaman
R Parag,Noor Ahmad,48,32,1,150.0,3.12,Right-hand,Left-arm wrist-spin
R Parag,Rashid Khan,23,25,2,92.0,8.0,Right-hand,Right-arm legbreak
R Parag,Ravi Bishnoi,20,22,1,90.91,4.55,Right-hand,Right-arm legbreak
R Parag,T Natarajan,26,20,2,130.0,10.0,Right-hand,Left-arm medium-fast
R Ravindra,TA Boult,24,25,0,96.0,0.0,Left-hand,Left-arm fast-medium
R Tewatia,HV Patel,46,30,0,153.33,0.0,Right-hand,Right-arm offbreak
RA Jadeja,Arshdeep Singh,30,23,2,130.43,8.7,Left-hand,Left-arm medium-fast
RA Jadeja,HV Patel,60,27,1,222.22,3.7,Left-hand,Right-arm offbreak
RA Jadeja,JJ Bumrah,34,30,1,113.33,3.33,Left-hand,Right-arm fast
RA Jadeja,KH Pandya,24,25,0,96.0,0.0,Left-hand,Left-arm orthodox
RA Jadeja,MM Sharma,40,20,1,200.0,5.0,Left-hand,Right-arm medium-fast
RA Jadeja,Mohammed Siraj,39,27,0,144.44,0.0,Left-hand,Right-arm fast
RA Jadeja,RD Chahar,29,34,1,85.29,2.94,Left-hand,Right-arm legbreak
RA Jadeja,Ravi Bishnoi,28,23,1,121.74,4.35,Left-hand,Right-arm legbreak
RA Jadeja,Sandeep Sharma,27,21,0,128.57,0.0,Left-hand,Right-arm medium-fast
RA Jadeja,Suyash Sharma,50,28,0,178.57,0.0,Left-hand,Right-arm legbreak
RA Jadeja,Yash Thakur,25,22,0,113.64,0.0,Left-hand,Right-arm medium-fast
RA Tripathi,AD Russell,41,22,3,186.36,13.64,Right-hand,Right-arm fast
RA Tripathi,Arshdeep Singh,30,27,0,111.11,0.0,Right-hand,Left-arm medium-fast
RA Tripathi,CV Varun,38,23,0,165.22,0.0,Right-hand,Right-arm legbreak
RA Tripathi,HV Patel,28,21,2,133.33,9.52,Right-hand,Right-arm offbreak
RA Tripathi,Harpreet Brar,27,21,1,128.57,4.76,Right-hand,Left-arm orthodox
RA Tripathi,JJ Bumrah,43,22,0,195.45,0.0,Right-hand,Right-arm fast
RA Tripathi,KH Pandya,37,30,1,123.33,3.33,Right-hand,Left-arm orthodox
RA Tripathi,RA Jadeja,19,28,3,67.86,10.71,Right-hand,Left-arm orthodox
RA Tripathi,RD Chahar,55,31,2,177.42,6.45,Right-hand,Right-arm legbreak
RA Tripathi,Ravi Bishnoi,29,33,2,87.88,6.06,Right-hand,Right-arm legbreak
RA Tripathi,SM Curran,46,26,0,176.92,0.0,Right-hand,Left-arm medium-fast
RA Tripathi,SN Thakur,37,21,1,176.19,4.76,Right-hand,Right-arm medium-fast
RA Tripathi,SP Narine,40,40,2,100.0,5.0,Right-hand,Right-arm offbreak
RA Tripathi,VG Arora,21,22,0,95.45,0.0,Right-hand,Right-arm medium-fast
RD Gaikwad,A Nortje,46,32,2,143.75,6.25,Right-hand,Right-arm fast
RD Gaikwad,AR Patel,56,36,1,155.56,2.78,Right-hand,Left-arm orthodox
RD Gaikwad,AS Joseph,47,25,1,188.0,4.0,Right-hand,Right-arm fast
RD Gaikwad,Arshdeep Singh,40,38,3,105.26,7.89,Right-hand,Left-arm medium-fast
RD Gaikwad,Avesh Khan,19,22,1,86.36,4.55,Right-hand,Right-arm fast
RD Gaikwad,B Kumar,69,49,0,140.82,0.0,Right-hand,Right-arm medium
RD Gaikwad,C Sakariya,13,21,1,61.9,4.76,Right-hand,Left-arm medium-fast
RD Gaikwad,CV Varun,33,44,2,75.0,4.55,Right-hand,Right-arm legbreak
RD Gaikwad,K Rabada,46,40,2,115.0,5.0,Right-hand,Right-arm fast
RD Gaikwad,KK Ahmed,16,27,1,59.26,3.7,Right-hand,Left-arm fast-medium
RD Gaikwad,LH Ferguson,31,25,1,124.0,4.0,Right-hand,Right-arm fast
RD Gaikwad,M Jansen,30,20,0,150.0,0.0,Right-hand,Left-arm fast-medium
RD Gaikwad,M Prasidh Krishna,27,23,0,117.39,0.0,Right-hand,Right-arm fast
RD Gaikwad,Mohammed Shami,45,60,0,75.0,0.0,Right-hand,Right-arm fast
RD Gaikwad,Mohammed Siraj,53,42,1,126.19,2.38,Right-hand,Right-arm fast
RD Gaikwad,RD Chahar,40,37,1,108.11,2.7,Right-hand,Right-arm legbreak
RD Gaikwad,Rashid Khan,108,66,2,163.64,3.03,Right-hand,Right-arm legbreak
RD Gaikwad,SM Curran,38,23,0,165.22,0.0,Right-hand,Left-arm medium-fast
RD Gaikwad,SP Narine,72,43,1,167.44,2.33,Right-hand,Right-arm offbreak
RD Gaikwad,Sandeep Sharma,50,53,1,94.34,1.89,Right-hand,Right-arm medium-fast
RD Gaikwad,T Natarajan,35,28,3,125.0,10.71,Right-hand,Left-arm medium-fast
RD Gaikwad,TA Boult,34,27,2,125.93,7.41,Right-hand,Left-arm fast-medium
RD Gaikwad,Umran Malik,40,23,0,173.91,0.0,Right-hand,Right-arm fast
RD Gaikwad,VG Arora,27,20,0,135.0,0.0,Right-hand,Right-arm medium-fast
RD Gaikwad,YS Chahal,33,30,2,110.0,6.67,Right-hand,Right-arm legbreak
RD Gaikwad,Yash Dayal,52,32,2,162.5,6.25,Right-hand,Left-arm fast-medium
RD Gaikwad,Yash Thakur,38,20,1,190.0,5.0,Right-hand,Right-arm medium-fast
RG Sharma,AR Patel,30,25,1,120.0,4.0,Right-hand,Left-arm orthodox
RG Sharma,Arshdeep Singh,30,25,0,120.0,0.0,Right-hand,Left-arm medium-fast
RG Sharma,B Kumar,52,34,0,152.94,0.0,Right-hand,Right-arm medium
RG Sharma,CV Varun,38,40,1,95.0,2.5,Right-hand,Right-arm legbreak
RG Sharma,DL Chahar,25,22,1,113.64,4.55,Right-hand,Right-arm medium
RG Sharma,HV Patel,28,25,1,112.0,4.0,Right-hand,Right-arm offbreak
RG Sharma,JD Unadkat,40,21,0,190.48,0.0,Right-hand,Left-arm medium-fast
RG Sharma,KH Pandya,30,28,1,107.14,3.57,Right-hand,Left-arm orthodox
RG Sharma,KK Ahmed,30,44,2,68.18,4.55,Right-hand,Left-arm fast-medium
RG Sharma,Mohammed Shami,46,40,2,115.0,5.0,Right-hand,Right-arm fast
RG Sharma,Mohammed Siraj,70,55,1,127.27,1.82,Right-hand,Right-arm fast
RG Sharma,Mohsin Khan,33,21,1,157.14,4.76,Right-hand,Left-arm fast-medium
RG Sharma,Mustafizur Rahman,51,32,2,159.38,6.25,Right-hand,Left-arm fast-medium
RG Sharma,PJ Cummins,35,26,4,134.62,15.38,Right-hand,Right-arm fast
RG Sharma,R Ashwin,25,20,1,125.0,5.0,Right-hand,Right-arm offbreak
RG Sharma,Rashid Khan,38,30,3,126.67,10.0,Right-hand,Right-arm legbreak
RG Sharma,Ravi Bishnoi,32,28,3,114.29,10.71,Right-hand,Right-arm legbreak
RG Sharma,SN Thakur,36,29,1,124.14,3.45,Right-hand,Right-arm medium-fast
RG Sharma,TU Deshpande,27,22,1,122.73,4.55,Right-hand,Right-arm medium-fast
RG Sharma,UT Yadav,27,24,1,112.5,4.17,Right-hand,Right-arm fast
RK Singh,AR Patel,18,20,1,90.0,5.0,Right-hand,Left-arm orthodox
RK Singh,HV Patel,47,29,2,162.07,6.9,Right-hand,Right-arm offbreak
RK Singh,M Pathirana,28,27,1,103.7,3.7,Right-hand,Right-arm fast
RK Singh,RA Jadeja,40,22,0,181.82,0.0,Right-hand,Left-arm orthodox
RK Singh,T Natarajan,39,28,3,139.29,10.71,Right-hand,Left-arm medium-fast
RM Patidar,R Ashwin,25,28,2,89.29,7.14,Right-hand,Right-arm offbreak
RM Patidar,Ravi Bishnoi,45,21,0,214.29,0.0,Right-hand,Right-arm legbreak
RM Patidar,YS Chahal,51,36,2,141.67,5.56,Right-hand,Right-arm legbreak
RR Pant,B Kumar,50,25,0,200.0,0.0,Left-hand,Right-arm medium
RR Pant,CV Varun,31,28,2,110.71,7.14,Left-hand,Right-arm legbreak
RR Pant,DJ Bravo,23,20,0,115.0,0.0,Left-hand,Right-arm medium-fast
RR Pant,HV Patel,31,22,2,140.91,9.09,Left-hand,Right-arm offbreak
RR Pant,M Pathirana,41,23,2,178.26,8.7,Left-hand,Right-arm fast
RR Pant,Noor Ahmad,27,31,0,87.1,0.0,Left-hand,Left-arm wrist-spin
RR Pant,PJ Cummins,23,22,1,104.55,4.55,Left-hand,Right-arm fast
RR Pant,R Ashwin,25,23,0,108.7,0.0,Left-hand,Right-arm offbreak
RR Pant,RA Jadeja,34,27,1,125.93,3.7,Left-hand,Left-arm orthodox
